Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
R D' R' L' L' B B B B F U' R F' B U L' F B' D' F' D D L' F' L,25,All L0,1.8333334,270000
U' B' L F B F D B F' U' L' L' R D' U B' U L D' D' L R B F' R,25,All L0,1.9166666,264000
R' B' U' D' L' B L' R B F R' F' L B F U U F D F R' B D' R' F',25,All L0,1.75,266500
B F' B' F' U' L' D' B' R' R' D' L F' D B' F R' L F F U' D' R U' B',25,All L0,1.5833334,265100
R' B' D F R B D' B' R F L' B L' D F' F' D' B' F' B R' B B L R',25,All L0,1.9166666,265100
B' U' U' F' F' B F' B' U L D F' U' L B F R F' L' B' U D U' B F',25,All L0,1.6666666,267400
U' F' B' D R U R' R' B D F' L B' D D L' D' U' D' L' B' D' L' B' U',25,All L0,1.5833334,267000
R B L F D D F U' F' D F' U U L' R U D' F L' U' D R' F B R,25,All L0,1.5,265200
R D' U' D R' B L U' R D' L' L' B' R L R' L' D' R L F F D' U L,25,All L0,1.5833334,265000
F' R' D' R D' B' R L' D' B' R D' B L F' B R' L U' D' U R' R' D' U',25,All L0,1.5,265500
L' R B' B' U U L F L R L D' D' F U F' L' D F B R F' L' D F',25,All L0,1.75,264000
D B U U F U B' B' R' R' R' F U' D' R R D' D' L R' F R' L D' R,25,All L0,1.5833334,264800
D' L' B' B' D' F' R' F D' D' F L' U F' D' B B L' D' B' U' R' B' D R,25,All L0,1.5833334,264200
L L D' F' L D R L D' L' D' R R U F U B B R' F D' L R' D' R,25,All L0,1.6666666,265000
F' B' D' R L R U F' B D' B D' B U' B R' D F' R L' F F B B L',25,All L0,1.4166666,264200
L U L U L B D' B' R' U D L' D' F' B' L B' R' U F' U' R R U' D',25,All L0,1.8333334,265600
D L D' L F D' R B D D R U' R L' B' B' D' R F R U U F' L L,25,All L0,1.5833334,264000
D U' B' F' F' D F F U F' F' R' U R D F' U' F' R' U' F D' F' D' R',25,All L0,1.6666666,265700
F F L' R U D U B' U D' B F L U R F' U R L' D' R' F' U' R D',25,All L0,1.5833334,264600
R R U' B' U D F L U U R L' D' B U R' R' D' B' L' R' R' F U B,25,All L0,1.8333334,264900
R D U D U B' L B F R' B' R F D B F F B' U L F B U B D,25,All L0,1.75,264400
L' R' D' F' F' F' B R U R U B' D F' D R' B U F' F' U' R' U' B' U',25,All L0,1.6666666,265400
D' L' F' U B R L B F' D F' L D' R R B F D' F U L' U' R D F',25,All L0,1.6666666,265400
B F U' R' F U' B' D' F U F U' D D B' F D R L F' B U D U' B',25,All L0,1.75,264800
D' D' F U' U' R U' R' D R' R' L' F B R' U' D' R B D' R' F R' D' R',25,All L0,1.75,262800
R B' D U D D F L R' B' D' R U' B' R D' U R' U' U' D F L F' L,25,All L0,1.8333334,264700
R B F' R' U F L B F R F' D B' F D' B D F' D U U R F' R' L,25,All L0,1.6666666,265500
D B' D' U R B' U B' U' F F D F' R D' B R' L U L F' R B U D,25,All L0,1.5833334,269100
D' B L F' L R' B D B' U L F B' F R D' F' B U' F R' U L F D',25,All L0,1.5,267200
D' R U' R' F' F' F' R B' D' R' L' R' U' B U' D' L U' D' F D' B' L' R',25,All L0,1.75,267800
B' U B F' R' B L' F' U R B D' R' F' F' U' R' B U' L B' U' F B L,25,All L0,1.75,267900
L' B L F' R' D' F U F U' B D L B D' L' D' R' U' R L' D R' B R',25,All L0,1.6666666,266100
R' L' U' B F L R D L' D' B L' D' R' L' R' D' D' F U L B D' L' U,25,All L0,1.3333334,267200
L D' D' L R F D' B U F' L B D R' B R B' L' U' R F U' F B F',25,All L0,1.75,265900
U' R' L' D' L F' B' R' D' F' D' D' B D' D' F' U' R' U L' U R' U' F' L,25,All L0,1.6666666,289300
U' F' L D' F B' D F R L' R' D' R' L R D' R U' R' B B L' L' B' U',25,All L0,1.6666666,264600
F B B D' R' L B U' L' B B B D U D' U B' F U L' U D' F' L' B,25,All L0,1.75,264900
D' R' R' D F' U L' B' D' F R' R' B' U U R' U B' D' U' L B' L' U' L',25,All L0,1.5833334,265400
B' B' F B L F' B L D' D' F' L' B B F' L F F L U L' R D' L U',25,All L0,1.6666666,266000
U U D' D' R' F R B' R' B U' U' L' R F' L D B' D' U L' U' R' B' B',25,All L0,1.75,265600
D' F L' F' L' U' F U L U L B L D D D F' B' F F D R R D F',25,All L0,1.6666666,437400
U R' F D F D D F' B' R F B' B' R' B D' R' F' L' B U' F' U F' B',25,All L0,1.9166666,266900
U' L' D' D' B' L' R D L D B U D' L' L' B L U' U' F D R' U' B D,25,All L0,1.75,266100
L' B' U B' F B R U' B' B' R' F' L' L' B' U L R F' R R U' B' D R',25,All L0,1.75,265900
F B' B' U F' D D R' F' U' B D B U' F L U' F' B' R D' B' U B' D,25,All L0,1.6666666,266400
B B U' F L D B' F B' R U F' U' F B' F' D' B' L D' L U' D U R,25,All L0,1.6666666,266100
B D' F U' U' F U F' D' B' R' U' F' B L' U D R' L' B U F' L' U B,25,All L0,1.5833334,267100
D D B B D B' U L' F D' L' U F B' U' D' L' F R U D R' F' B D',25,All L0,1.75,265100
D' F L L D' B' D' F' F' F' L U' F' D L' L' U B' D F F B' R' B' F,25,All L0,1.9166666,263600
R' U' B' R U' D F F U' F F B' D R F' U' R L' D D L R D' U' L',25,All L0,1.6666666,269300
L' R B L' F' L' D U' F B' D B' D' B R L B D' R' F' B' F' F' D' F',25,All L0,1.6666666,267200
B U' D L' F' D F L' U L U B' L R' F B' R' R' D' L' R R B' D' R',25,All L0,1.3333334,264900
F R' L L D' U D' R F' F' L' D R D R F' R' D' B U R D' U' F B,25,All L0,1.6666666,266100
R' F' D' L' L' D' R' B D R B F U D L' D B L D' U D' U R' F R,25,All L0,1.4166666,265800
D' R' U' L L D' F' L' L' B' R B' U U D U' F' U R' B L L U B U',25,All L0,1.9166666,265400
R' U U L F U' D' F L R' B' R' F L' B' U L L L B' U' D' B' F' D',25,All L0,1.6666666,278200
R' D U D D F' F' F' D' R D F' D' R D' L' B' L B' B' U' B' R L' U',25,All L0,1.75,268000
D U B L U' F L B F D' B' L' R' F' L R' F U' D B L R F U R,25,All L0,1.75,267400
D R R B' U' D B' U B U F R F B' B' R' F B R' B' F' R L U F',25,All L0,1.3333334,268100
F' R L B B R' U L' U B' D' U L' L' U' L L F' L' D F' R L' B' F',25,All L0,1.9166666,264500
B' F R' U' U' D L' B R U L D' U' F' L U' F' U' L' F R' U' D' R F,25,All L0,1.5,266600
D' B F' D R B' U' L' F B R R F L B B R' U' R U' U' F L' R' U',25,All L0,1.3333334,266400
R' B' F U' F D' B' R' B R L D B U' F L F' L F U F R R F' B',25,All L0,1.6666666,265800
L' F R D' B R D B L' F F B F' L' R' R' L B' R L' R F U B D,25,All L0,1.5833334,265700
D B' D' F' D B B U' B' D L' U D' B' R F D R' D R' U F U' D L',25,All L0,1.5,265300
D' U L U' B R L F L D B' R U F' D' U B R' B L' B D U B' U,25,All L0,1.8333334,264900
R' F L U L L R L' R B R R F' B D' R B' U R L F' U' U' R' D,25,All L0,1.75,264300
R' U L U D R B L' U' L' B' D' L' B' R U' U' F U' F B F' L' D' U,25,All L0,1.75,264600
L R' L' R' B U F' L B' F' D F L' U L' F U B' R' F U' R D U U,25,All L0,1.6666666,265400
F F D F B R L D' F' L' U' F B L' B' B' L R F L D U F' R B',25,All L0,1.5833334,264300
B B R B' D L' R' F D F' R' R' F B U U B R L' R D F U D D,25,All L0,1.9166666,265100
R B R' U' D B' F' U' D R L U' B U' U' R' U' D U' F' U F' R' B' D',25,All L0,1.6666666,283900
R L D' U' R U' F' R' U R' F B' R L R U' L D' U L F L U L' B,25,All L0,1.5833334,267000
B B F' D' D' U' B U' D U' U' D U' U' F' L B' L' L' D' U R U D' R',25,All L0,1.6666666,265600
F' B D' R D' R' R' L R' U' L' D' R B R F U R D' R' D' U' B' F D',25,All L0,1.8333334,267200
R' B' B' L R' U B' B' U' D U F L' D' R U B' F R F' F' L' U B' R',25,All L0,1.8333334,266700
B' U' D R' F' D' B D B' F L B U D' B L' R' B R' B L' U' R F' R',25,All L0,1.6666666,267100
D L' U B U B' D' L' R F R U' F' L B' U F' L' U F U' B R L L,25,All L0,1.75,267300
D B' F' U D L R' F' U L' F' F' D R U' F' F' U' F D U R L D R',25,All L0,1.5,268600
U B' U' B U' B L B' F' F' B' R' U F U' L' R U R' L' D B F U U,25,All L0,1.3333334,266900
B B R' F' B L B L B' F' L' F' R L' U U B' F' D' U' F' D' B' D' U',25,All L0,1.5,268400
L F D F' B L R R F' U D' L F R R B' F B' L' R F' R' D' U' D,25,All L0,1.4166666,264200
U' R F D U L D D L R B U' F' R' F' U B U' D' L F U D' F' D',25,All L0,1.75,266000
F' U' L' F' B D L D F R' L' U' U' B D B' U F R U F D' U' R B',25,All L0,1.8333334,269000
R' D R D' R R D' R' L' L' R F R' D' F L D' F' U' L D' L U' D' B',25,All L0,1.5833334,265900
R D D F' U L' R' B' F L' B D B' L' B' R' L U' L D' D' U U D' L,25,All L0,1.75,264900
U D F' U U F' L B D F' R' U B U' F' F' R' U B F' U' B L F F,25,All L0,1.8333334,269500
B D R B' L D B' L' F B R R B L D' R B' U B' L F' R F D B',25,All L0,1.8333334,269600
F' F' F' D' L' U' D' R B D' F' L R D' R U D' U B' R' B' L R U' R',25,All L0,1.5,270100
R B R F L' U F' R L R' R' R' F B F D' B R' D' R D' R' R' B' R,25,All L0,1.75,268100
B' U' D L B' R' B B R' L D' U B' B' D' R' F' L U' R' B B F' R' L,25,All L0,1.6666666,265900
U' U' D' B' B' L' F' B' U' B' L' D B D' B R' R' R' D B' D B F' L B',25,All L0,1.75,268100
U' F' R' D U L U L' F' B F D D F' U F L' F L U B' F B' L U',25,All L0,1.8333334,266900
B' L F' L R L R' F' B' F' L' F' L R F U F R' U F F U L U D,25,All L0,1.6666666,266500
L B F' D' D' U D' F' L' F' D F' L D B' R' R' R' F F R' B L' F U',25,All L0,1.8333334,266700
D F D U F' F' U R' D' D' F' D' D' D' L' F' L' U' L' R L B D' U' B,25,All L0,1.5833334,265900
D' L D' L U L R D' B B U F' L' D' F D F' L' R' L R' D' R R U',25,All L0,1.9166666,266500
U' F R' F R' L' B R F' L' F B' D' L' R B' D L R B' F' U L D D,25,All L0,1.8333334,265600
R' D' R' B' B' D F' R U U R F' F' R' F B D' F L' F' B R F R' F',25,All L0,1.6666666,266300
L F R L' B F R F' D' D' B' D' U D' R' F R R L D' F' L B U L',25,All L0,1.5833334,266200
R F L D' U R F' D U' B' U F F U' F D L R B' F' D R B' L U',25,All L0,1.6666666,265900
R L' B D' B' R B D' R' B' D U D F B' U' B L' D' B D' L' L' R U',25,All L0,1.6666666,267500
R F' L' D B' B' F' L R D U' F' U D U D L F L' D' F' U U D L',25,All L0,1.8333334,267300
B U' F L R' U L R' L' D' U U D B' L U' R' D' R' F' R' B' R' L' D',25,All L0,1.5833334,265800
D F D' R' D' D' D' L' U R' L D R' B L B U R' L R' B' R' D' L F',25,All L0,1.25,264700
U' U' B F D' L F D L B R D L U L D L' R' R' F' R U L' F' B',25,All L0,1.75,264200
U' B' U U U D F' D' R' B L L D' B' R' D' U' B' B' B' U' F' B' R L',25,All L0,1.8333334,264300
R F' L D' U' R F' B' F U' D R L F R' B' L' F R D' L' B' L' L' L',25,All L0,2,266300
U' R' U D D U' D' B' U F' D' L R' B' R F' D' B' F' B D U' L U' F',25,All L0,1.6666666,264900
B' F D F' R L U R' L' R' U' U' D R' F' U L' R' B' D' L B U B' L,25,All L0,1.9166666,268600
U B' U L L U F F R D B B U B F' R' U' R' R' F R D F' B' L,25,All L0,1.75,265300
F B D B B U B B L' R B' D L R L' B' D D F L D L U B U',25,All L0,1.6666666,265100
D' U' D D F U D B' B' F D' L R F D' U F R' D' L' F D R' U' F,25,All L0,1.5,267700
R' F R' D F' L' U B' U D U B F' B F L U F R B R F B F' L,25,All L0,1.3333334,268700
R L L B' L U' L' U D' L L B' D L' F' U' F' R' B' B' B' F U' B U',25,All L0,1.5833334,264800
D B' L R L B' F' B' D' R' U' R U L B R R U F U' D B R' D L,25,All L0,1.8333334,268700
L R' D' L F R R D R F R' B' D U B' D' U B' D F' R' L' D' R' L',25,All L0,1.9166666,269700
R U U D' L D U R F B D L U' B' D U B' F' B F L R' U D' D',25,All L0,1.5833334,268000
B' L F B' F' L B F' B U' F R D' R F L L D D F' R F' B D L,25,All L0,1.6666666,268900
D D F' R' L' D U' F F U B L' U' F U' R' F B D D L D U F' B,25,All L0,1.5833334,265100
U' L' F F B' R' U B U B R U L' B' F L R' B' R D L U' D L D,25,All L0,1.6666666,266100
U L' F R B' D L' R D B F' U' R D' L D' R' B' L D' B F' D R D',25,All L0,1.75,269100
B' U B' D' B' F' F' D' U' B' L D B' L F D' R L' U' F' R' D' B U R,25,All L0,1.75,265000
U' L F' B D U U L B' F B F B U' F R' D L' U' D' R' D' U B' R,25,All L0,1.6666666,269200
U L' R D' R' L D R B U' F L F U' D U' L F B' F U' B' L F R',25,All L0,1.5833334,271800
R' U B' D' L' B' B' L F' R' U' B R U' L' B B R R L' B D' R L' B',25,All L0,1.5833334,265900
U D U' U' D U B U' D' B' D' R' D L' D D R B' R' L' U' R' U D' F,25,All L0,1.75,266300
F' U U F L D' D' U U D' L D F' L R L' F U U R' F U L' B U,25,All L0,1.75,265600
U B L' B D' F B U R U B L' D F' B' B' U D' L' U L' R' D' B L,25,All L0,1.9166666,264200
D' U' L' B' F' D' F' B' L D' U L' U' R D' B' L' U F' B' L' F' D' L' F,25,All L0,2,263200
B' U D F' R L' B U' D' F L' U R' F' U B' U' F' F' F' D L U B' F,25,All L0,1.8333334,264900
U' U' B' F' U D' R' F' D B F' R U L' R' L L F R F' U' F R F' L,25,All L0,1.9166666,265800
R F' R' L' D' R U F' D U L R B' R' L F' F' L' L' D' F' D' R' R' F',25,All L0,1.4166666,264900
B B L' B' U' F F F L B D R L R L R' L' D B U' R' L F B' L,25,All L0,1.5833334,265300
U F' U L F' U R' L' D F' U' B' F L' U L R R F' R' F B F' B R',25,All L0,1.5833334,265000
L' D R L F L B' F D' F' D' L' D' U' F U U D' D' B L L R' F' D,25,All L0,1.8333334,340400
B B F' D R' R' B D U' U' F' B' F' F' F' R' B' U D' R B R' B F' L,25,All L0,1.4166666,270200
U D' U' F L' D' L D L' D B' U D' B U' F' U F' F' L' F U B' D B,25,All L0,1.8333334,264600
B L F' U D U' R' B B F R' D' D' B' L L D F' D F' B D' F' R F,25,All L0,1.4166666,265300
B U' B R' L R D' U' U' F' U' F L' F L R' B' R' B R' U B' L R F',25,All L0,1.75,269500
R' L D' L F' B U' F' D F' D' U D' L' B' U' L D R B' U R' B' F F,25,All L0,1.9166666,267600
B F B' B' F' D U F' F' B L' F D F D F' D B F U' B' D B' R' U,25,All L0,1.6666666,268200
D U' L' D B L D R' R' L' D U' F F U L' U' B' U' F' B D' L' U' R',25,All L0,1.75,265600
L D F B R' B B U' F L' U' F B L' B' L' U U B U' U' D L' F R',25,All L0,1.5,268700
L' F' B F' R B' D F' U U B' F' D' D' B' L' B L F U' B' D F L' F,25,All L0,1.8333334,268600
U' B' B' L D F R R L U F F U' F' R U F' D' U U D U L' B' R,25,All L0,1.6666666,265300
F' R' B F' L U' L' L' B' R' U' L U' D' U R L' U' F B' R L B B R',25,All L0,1.75,269000
R' F' L U' L B F' R' L D U U B' R' D F' D' U' F L U' R' D F' U',25,All L0,2,264200
R F R' F U' L' B F' D L' F' B' D B' U B' F' D' B B R U D U R,25,All L0,1.75,264700
L' B' L' D U' D' B' F B' D U D' F' R' U F' D' R' U' B R U F' R F,25,All L0,1.9166666,279500
U' F R' U' B' B' D' D' L B F' D D R' U' B L B' D' B' U' R B' B' R,25,All L0,1.75,264900
F' F' B U' L F' L' R' L B' R D' B' U' F U D D U' L' U' L' D B F',25,All L0,1.6666666,266300
F D' R U' L D' L' D L' R L' R' F R' U' R B' F R' U F U' L D' D',25,All L0,1.8333334,264900
F' L' D' R L R' F' B U' D B' B' D' F F L' F F R B R B B D' R,25,All L0,1.8333334,267600
D R' B' R' L' F R' F U R B' D U' B U' B U L L L F B B F' L,25,All L0,1.5,266200
D' U' L B U B L D' F L' U D' L D' U' F B B B D L D' B' R U,25,All L0,1.8333334,267300
F' F' L' B' D' L' F' U F' D F' D R' B' D' U U D R' F D' L' R' D B,25,All L0,1.6666666,263900
R' L D' L' F' D U' L B U L' D' L' U' F' B D' B R L F F L' U F,25,All L0,1.5833334,265700
F R D R U' R' U' B F' U L R D D D L' D' D' U' B' F F F U' U',25,All L0,1.75,265000
D F' U' B' D L U' R U' F R U D R' U' D' L' U R' L' D' F' U' D' F,25,All L0,1.75,264400
D F' R U F U' U' L U' L U' D' R B' L R D L' F U U F B F' F',25,All L0,1.75,265000
F F D L' B R B L B' R U' B D F D' U' D' U' R' F' D' F U F R',25,All L0,1.6666666,266300
U B' B' R' L L B R B F F B' U U D R F L' D' U' L' U R' U' U',25,All L0,1.6666666,355800
U F' R' U' R B F' U' D U' U' R' L D' U R R B F D' R L' L' B' F,25,All L0,1.6666666,271300
F' F' L F' D' U U U L' B' D D B' D' D' U R R U R D' B B B D,25,All L0,1.75,295000
U' U' L' B D' U D' U B' R' D R L' F D' F' L U' D U' L' B' U' F R,25,All L0,1.4166666,272900
U' R' U' B' U' D' L' R' B' R' D F L U L B' B' L' U F' R L' B' R U',25,All L0,1.8333334,264700
L' F' D' B F U' R U D U' U' D' U R' R' U U D' L' U D U' D' L' L',25,All L0,1.5,268900
L D' R U U L R' B L' D F' L F D' U' F' U' F' B F' F' D B F' U,25,All L0,1.4166666,274400
B' R' B F' R' F' U' B U D' F U B B U' F L R D' B' D' L' L' R D',25,All L0,1.6666666,263000
U' F' L' R' F' D B' L U' B' D L L U' F U L' R' U' B F' D' F B' L,25,All L0,1.8333334,265800
F' L B F' D' F' U' D U' F' F' R D B' F' L' B B F' F' U B L' B' R,25,All L0,1.6666666,265500
B L' R R L B' R B' D B D L B D L B D L' R' U' U' U' B' L L,25,All L0,1.75,266800
B' U B' D' B L' U D' U' B' R F' D B' B' F' F' R R F U L D' L R,25,All L0,1.75,263500
B D' R D B' L L R R D R' D' R B D' F' B' R R B' D R D U D',25,All L0,1.9166666,265000
L B' D F' R' U F' L' F' B D F' F' U R R L' F B U' R' R' R' U B',25,All L0,1.5,264600
R' F' F' R L' B F' L R U D' B D R' U' R' D' F' L' F R F L U' L,25,All L0,1.4166666,264100
F L' U' F' D' D' L' F B' U' F F L F L U D F U R' B L R' D L,25,All L0,1.8333334,263900
U' L' R' R' B' L B' U' R D F L' U L' L' D' U' R F U' R' F' U' L' U',25,All L0,1.8333334,265400
D R' B' B' L' B R F' U' B F' F' B R F R U' D' F' R L' F F L' U,25,All L0,1.5833334,264600
U' B U B R D L R F' L' L' R' L' R' F' U' D' B F' U' F F B R' L,25,All L0,1.6666666,264900
L B' B' R F R' B B U' R U' R L R L B' B' F F R L U R D U,25,All L0,1.6666666,269200
B D' L B U L' F L' B' D L' F U F' D' F R B L U' U' B' L' U U,25,All L0,1.75,266600
B' D' U' L' L' L' U B' R B B B U' R D B L' B' F D' L R F' L B,25,All L0,1.75,265000
R' R' F' L' B R' R' D' B D' L' L' R U L B D U' U' F' U D L' D' U,25,All L0,1.5833334,268200
U B' R L R' D' D' L' F' B D D B R U D B B B L' R U' D D U,25,All L0,1.6666666,268000
R' R' F' U' R' F B' R B' B' U R' B D U R' F' B R' F' D' R' R' L U',25,All L0,1.6666666,264600
F' R' U F' R' D' B' D' R' D' B' L U' L' B L' U' L' L' U F' D D U' F',25,All L0,1.8333334,265200
F D' R D' B' U' F' D B' R U' F U R' U' U' U' F' R' B' F R B' U D',25,All L0,1.9166666,264500
U' B' D' F' D L' D' L B U U R D' R' B' L L F L R' U' D R' B' L',25,All L0,1.75,265100
B' F D L R' R' F D F' R' F B' F' L' B F' L B' D L' F L F' D' F,25,All L0,1.9166666,266100
R F D U' R' L' D' B B L R L B' F' D D F' L' B' L R' L D U D',25,All L0,1.8333334,407000
B' D L B U F' U' F' B B D' R L' B L L L L R L' R R D D F,25,All L0,1.75,292300
D' R' R' D' B' R' D B L U L U U R' F' L' U L' D L' L' B U' F U,25,All L0,2,267000
U L' B' U' D' R' B U R U D B R' B' F L' B' R' B' U' U' D R' L B',25,All L0,1.6666666,266100
B' F D' B' D' F R U' D U D' R U D' U' L' U' F' U U D' R' U L U',25,All L0,2,265500
B D U' L' D L R D' R' F' L' R L' R L' F F D' F' B' U L U' D' L',25,All L0,1.5833334,266100
F R F R B R' F' D' L B L' R R F F B' L R R L' B R R R U,25,All L0,1.8333334,264600
U R L U' D F' L R D R' F L U' R' L F B R L' B' U F' U' R' F,25,All L0,1.5,264500
D' U R' F' F' R L B R U L' U R' B B F' F' B' L' U D R R F' L,25,All L0,1.75,264500
R' U' R' D D R R F U' U' R' U L' R' F L D' R L' D' U L' R U' D,25,All L0,2,264100
B R' U R' R' R' L F' D L' U' L R' D B' U' B D F L' U F' R F D,25,All L0,1.5,263200
L U B' R' F' L' U D L' F R' F U' F' U' D F' R F F D' F R' L' F',25,All L0,1.75,264600
L U' U' D L B' B' D' B' D' R D D B D' L F U' R' L U' F D' R' L,25,All L0,1.6666666,263500
B U L' D B L' B' D' R F D' U' F' B R' L D U L' U' F L' U' D' U',25,All L0,1.75,264500
D' R D B F' F' B R F' F' L B' L' D' B F' D L B' D R' F' L' D' B,25,All L0,1.75,264300
D' U' R' L R' F D' R U R' R' D' F' B' F U' U' L F D' R U L B' R',25,All L0,1.5,265000
D U' F U R U L' F' U B' F B F' F' U' L L B' F' D' R' L' L' D' B,25,All L0,1.75,264500
B' R' R' D' R U' R' B L U' L U B R' D R' L U' L R D U' L' U R,25,All L0,1.75,265000
U R' U' R R U L' B' F' U L' R' U L' U' L' U' F' U' B' U' D' R L F',25,All L0,1.5833334,265900
F' B' L' D F' U L' F B' U' L U' L B' L U' U' L' L' B' U R' L D R',25,All L0,1.6666666,297000
R B F' F' D F B' D' L D' R' U' R B' D' B F F L' B B U R' L' L',25,All L0,1.6666666,264600
F' U' F' U' B' L U' D L F' L D' F' F' F' B R L' B R' U B' U R' R',25,All L0,1.5,276400
U U D R' B L R' B L B U' B B U D L' D R' F U' D' D' D' F' L,25,All L0,1.75,267300
L' L' F' D B R B' R' U F B R' U U D' F' L' D' R U' R D R D' L',25,All L0,1.75,266200
F' L' U L' F B' D' D' F' B D' R' D R' B' U' L' L' F' R' L' R' R' L B,25,All L0,1.6666666,268400
L' B R F D F B L B D' L' F D D B L D' R' L' B' L' D' B' R L,25,All L0,1.6666666,267300
R' B' L' F' F' B D D F D F B' R' D F U' F L R' D' B U R' L' B',25,All L0,1.75,264200
F U D B' L' F R U L' D' D' B F R' L R F' L' L' U' U' B' D' D' U,25,All L0,1.4166666,269800
L' F D F B D R B' F F U B' L' F L B' D' U L U D' B' L F' L',25,All L0,1.75,264400
F F R D L' U B' F R' B' R L F' B' D R B' U R' F' B' R B U' R',25,All L0,1.5833334,265100
B' L R D U' B' D L D R' L R' L' R' B' L' F' U' B D F D L F' L,25,All L0,1.0833334,268800
B' F D L R' U' R U R L U U B U B' L R' L B' D' U R' D' F D',25,All L0,1.6666666,265400
F' R L R F B' L F D' R' B' B' R' R' B L B L B F' B D' U D R',25,All L0,1.75,265900
D' R' D B R' F' U' D' R' F F F L' U U R L' F' R' U' U' F D' D' B',25,All L0,1.5833334,265500
R' B D' L D F' D' F F B' D U D F' U' D' R' R' D' R F' R' U B U,25,All L0,1.3333334,266400
D F' B R D R' D R D' L' F B F F D' U' L' B D' B F' F' D' R F',25,All L0,1.75,269000
B' U' R L D U F R' U' D R B' F' L' B R' D' B U' B' R' L R B' D',25,All L0,1.6666666,264900
F' D L D R L B' F L' L' L' U' F' U F R' L D L' F L' D' L U' L',25,All L0,1.75,265700
D B L' R' R' D' F F D B L' U R' R' B' U' L' D U' F U B U' R F,25,All L0,1.9166666,265700
U B' D U B F B' D' B D B' U F' R' B D' R' B L F' D' F L' R' L,25,All L0,1.8333334,265200
B' R' L' U' L' R' B R' L F' R' B U' B D F' L' L' F' L B L D F L,25,All L0,1.5833334,264200
D U' D' R F D' U' L' D L' D' U U R U' L' U' U' B U B' F' F' R' R',25,All L0,1.75,265100
L' D F D' U B' U' F' D' L U' U' F' B R' F R' B' R' U' R' F L B' R',25,All L0,1.4166666,265900
R D L B' F' F' D F' L' B' B' L F' D B' D' B R' B U' D L R F' L,25,All L0,1.6666666,264300
F' U' B' L B F F R B' R B F' L L F' D L B U B' D' L' F B R',25,All L0,1.8333334,264500
D D F U R U' F' D' B R F B' U B' U' U' R' U' L' D' U D L' F R',25,All L0,1.6666666,265200
L R R D' B L F L U' D' L' R' F' L D U' L' L' B' F L F' L' F R',25,All L0,1.5833334,263400
L' R U F U' R' U' D U' F' F' L D' D' B U F B U U L' D B F F,25,All L0,1.5,264500
U B L R L' F U' L' R' B B B D B' F' F' D' U' R' U D U L B R,25,All L0,1.75,263600
F L' F L' F R' D F' U R B D F' L' L' U' R L' F' B' U B' R' U' F',25,All L0,1.5833334,265200
F' D U R L R F' D D B' B' U' U' L' U' R U' F' R' L' U L' L' D U',25,All L0,1.5833334,265400
F B' U' F' L' F B D' B' F' U U F L B' U R U R U D F' F' U' D,25,All L0,1.5,265000
U B' U' R' D B R' D L B' L' B' F' R' B' B' R R D F L' D L' D U',25,All L0,1.5833334,265600
B' F' R U' D U' L R' D R L' R' D' R' L' F' D B U L U B' R' F' L',25,All L0,1.6666666,264200
B' L' F R' D D F L D' R' F R' F' U R' D' R' L F R' U B' D R D,25,All L0,1.6666666,264500
R' D L' R L R D B D B L F B B D U D' D' B L B L' D R L',25,All L0,1.75,264800
R F D F B R' B' R' U' R' D' U B L' U' R D U' R F' L B' R B D,25,All L0,1.5833334,263500
U L B U' B' F B' B' U D' U L B R D D R' R' L R' U' L R U F',25,All L0,1.5833334,265000
L' D' F B L' D R B L' B' L D F R' R' R' D' U F' B' D F' B' F' B',25,All L0,1.5833334,264000
F U L R' F' R U B U' U' D F' B' R' U' D F R' F F L' F' B F' D',25,All L0,1.8333334,265600
B F' D F R D' B' L' B' D' F D F R' B' F' B' D' R' D B R' D' R L',25,All L0,1.75,265700
D' F D F D' B D' B' L B L B L' U D' U U B' F' R' B' D L' R' L',25,All L0,1.6666666,265400
R' D' F' F' R D' R D L D' F' D' B' U' D' L' F' U B D' D' D' U' L B,25,All L0,1.75,265200
D' L' R' R' B' R D' R B D U' U' D' F L F' R' B' R U' B' F R L R',25,All L0,1.75,266100
D U L' U B' L' U' R' F' R R L D' F D' F' D L U' F L' F' U' F R,25,All L0,1.6666666,264700
U F' R L U' B D R B' U' R D' F B L' D' U R D' B' L U' F' U D,25,All L0,1.5833334,262200
L' F' L U' R' B' D U F' B L B F' B D' F L' B F L' B' U' F' B B,25,All L0,1.5,301800
D L' F L F D B' R' F' D' F' D F L' B F' D F' U D U' F R' D' B,25,All L0,1.9166666,483500
U' U' B D D U' R B' U F' L' U' L' D D U B' U F' D' D' R R D' B,25,All L0,1.1666666,265700
D' D' F D' D' U D' L' R L' R' U' B L F R' R' B L R' F R U L' U',25,All L0,1.75,268200
L' U' F D' R U D' L F' B U B' F' D D R F' D' B' R' D' U D F' F',25,All L0,1.9166666,264300
F' B' B' D' L' D F' F' B' R' R' B F B L B' F B B F' B R U' F D',25,All L0,1.6666666,269400
R L' U' B U' L U B' U' B' R' L U' L U R L D L F' B' L' R B' R',25,All L0,1.5,285500
F' L D' F' D' L R L F D B R F D B' L' F' L B U' U' L' F' R R,25,All L0,1.6666666,264900
D B D L U' D R' R' B R B D B' L L U' D B R B B D' F' D R',25,All L0,1.8333334,280800
